TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_QUAL,OBS_TYPE,IDBANK,FREQ,TITLE_FR,TITLE_EN,LAST_UPDATE,UNIT_MEASURE,UNIT_MULT,REF_AREA,DECIMALS,OBS_REV,DATE,nomflow,cleFlow,INDICATEUR,NATURE,CORRECTION,FREQ_label_fr,FREQ_label_en,INDICATEUR_label_fr,INDICATEUR_label_en,NATURE_label_fr,NATURE_label_en,REF_AREA_label_fr,REF_AREA_label_en,UNIT_MEASURE_label_fr,UNIT_MEASURE_label_en,CORRECTION_label_fr,CORRECTION_label_en,OBS_STATUS_label_fr,OBS_STATUS_label_en,OBS_REV_label_fr,OBS_REV_label_en,OBS_TYPE_label_fr,OBS_TYPE_label_en,OBS_QUAL_label_fr,OBS_QUAL_label_en,LABEL
2005-Q2,7.1,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2005-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2005-Q3,7.4,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2005-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2005-Q4,7.6,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2005-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2006-Q1,7.8,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2006-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2006-Q2,7.8,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2006-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2006-Q3,7.8,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2006-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2006-Q4,7.6,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2006-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2007-Q1,7.5,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2007-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2007-Q2,7.0,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2007-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2007-Q3,6.8,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2007-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2007-Q4,6.5,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2007-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2008-Q1,6.2,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2008-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2008-Q2,6.4,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2008-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2008-Q3,6.7,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2008-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2008-Q4,7.3,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2008-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2009-Q1,8.3,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2009-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2009-Q2,9.0,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2009-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2009-Q3,8.8,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2009-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2009-Q4,9.1,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2009-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2010-Q1,8.8,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2010-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2010-Q2,8.6,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2010-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2010-Q3,8.3,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2010-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2010-Q4,8.2,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2010-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2011-Q1,8.1,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2011-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2011-Q2,8.1,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2011-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2011-Q3,8.3,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2011-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2011-Q4,8.5,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2011-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2012-Q1,8.7,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2012-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2012-Q2,9.1,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2012-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2012-Q3,9.5,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2012-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2012-Q4,10.2,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2012-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2013-Q1,10.3,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2013-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2013-Q2,10.3,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2013-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2013-Q3,10.0,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2013-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2013-Q4,9.8,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2013-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2014-Q1,10.0,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,1,2014-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,Révision,Revised value,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2014-Q2,10.0,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2014-04-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2014-Q3,10.0,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2014-07-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2014-Q4,10.3,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2014-10-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
2015-Q1,10.0,A,DEF,A,001515935,T,Taux de chômage localisé par département - Haute-Saône,Unemployment rates localized by department - Haute-Saône,2025-12-19,POURCENT,0,D70,1,,2015-01-01 00:00:00,TAUX-CHOMAGE,T.TAUX_CHOMAGE_LOCALISE.PROPORTION.D70.POURCENT.CVS,TAUX_CHOMAGE_LOCALISE,PROPORTION,CVS,Trimestrielle,Quarterly,Taux de chômage localisé,Unemployment rates localized,Proportion,Proportion,70 - Haute-Saône,70 - Haute-Saône,%,%,Corrigé des variations saisonnières,Seasonal adjusted,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value,Taux de chômage - Île-de-France
